orf,disome,disome_ID,ratio
YGL106W,31,YGL106W_31,3.230737484
YGL107C,591,YGL107C_591,49.100894
YGL110C,479,YGL110C_479,88.92187858
YGL111W,430,YGL111W_430,5.601681852
YGL112C,517,YGL112C_517,22.23491124
YGL115W,301,YGL115W_301,15.68947789
YGL116W,447,YGL116W_447,5.923423423
YGL119W,76,YGL119W_76,29.67159278
YGL120C,349,YGL120C_349,2.609008797
YGL122C,293,YGL122C_293,5.880430154
YGL123W,98,YGL123W_98,9.088584644
YGL124C,374,YGL124C_374,2.13396939
YGL125W,64,YGL125W_64,77.29275362
YGL127C,68,YGL127C_68,8.487668593
YGL128C,242,YGL128C_242,57.33333333
YGL129C,374,YGL129C_374,4.922410682
YGL130W,423,YGL130W_423,4.409332513
YGL131C,237,YGL131C_237,12.66666667
YGL133W,33,YGL133W_33,9.035874439
YGL134W,64,YGL134W_64,17.73333333
YGL136C,18,YGL136C_18,12.40296296
YGL137W,652,YGL137W_652,10.43402302
YGL140C,287,YGL140C_287,39.37644065
YGL141W,223,YGL141W_223,23.13765182
YGL142C,114,YGL142C_114,7.295968535
YGL143C,30,YGL143C_30,11.38643478
YGL145W,110,YGL145W_110,11.12877163
YGL147C,179,YGL147C_179,21.87734567
YGL148W,121,YGL148W_121,7.621436996
YGL150C,386,YGL150C_386,39.5227985
YGL151W,1133,YGL151W_1133,23.92717267
YGL155W,246,YGL155W_246,26.66666667
YGL157W,321,YGL157W_321,4.547265285
YGL159W,156,YGL159W_156,19.19354839
YGL161C,117,YGL161C_117,10.02430064
YGL162W,245,YGL162W_245,2.51474608
YGL163C,104,YGL163C_104,14.23019756
YGL164C,227,YGL164C_227,37.47222222
YGL166W,68,YGL166W_68,13.12255111
YGL167C,801,YGL167C_801,77.84176245
YGL169W,250,YGL169W_250,13.33707399
YGL171W,396,YGL171W_396,13.96567592
YGL172W,157,YGL172W_157,3.915403844
YGL173C,1083,YGL173C_1083,10.40949059
YGL175C,269,YGL175C_269,20
YGL178W,590,YGL178W_590,29.29567383
YGL179C,518,YGL179C_518,25
YGL180W,459,YGL180W_459,40.194595
YGL185C,76,YGL185C_76,40.178012
YGL186C,144,YGL186C_144,11.39716105
YGL187C,49,YGL187C_49,4.146435614
YGL190C,19,YGL190C_19,17.4908384
YGL191W,24,YGL191W_24,5.851325145
YGL194C,56,YGL194C_56,2.727204405
YGL194C-A,42,YGL194C-A_42,3.333333333
YGL195W,1329,YGL195W_1329,59.98729919
YGL196W,429,YGL196W_429,49.91980676
YGL198W,68,YGL198W_68,2.176666544
YGL200C,182,YGL200C_182,13.76386678
YGL201C,130,YGL201C_130,5.221487729
YGL202W,69,YGL202W_69,4.448762078
YGL203C,459,YGL203C_459,13.16666667
YGL206C,667,YGL206C_667,9.824842907
YGL207W,774,YGL207W_774,33.06928348
YGL208W,399,YGL208W_399,10.93982255
YGL209W,363,YGL209W_363,59.66060351
YGL210W,93,YGL210W_93,65.23333333
YGL212W,177,YGL212W_177,4.176722018
YGL213C,172,YGL213C_172,11.63080811
YGL216W,145,YGL216W_145,2.81573499
YGL219C,29,YGL219C_29,10.37805819
YGL220W,69,YGL220W_69,48.2
YGL221C,128,YGL221C_128,9.381009615
YGL222C,131,YGL222C_131,6.967199808
YGL223C,72,YGL223C_72,2.346841482
YGL224C,126,YGL224C_126,5.121356767
YGL225W,206,YGL225W_206,12.28825356
YGL226C-A,76,YGL226C-A_76,62.26057747
YGL226W,102,YGL226W_102,5.438123167
YGL227W,64,YGL227W_64,24.87835498
YGL228W,111,YGL228W_111,17.66666667
YGL231C,176,YGL231C_176,10.20471411
YGL232W,267,YGL232W_267,56.30008591
YGL233W,457,YGL233W_457,6.833196681
YGL234W,515,YGL234W_515,12.85223921
YGL238W,251,YGL238W_251,6.171144666
YGL240W,64,YGL240W_64,24.88888889
YGL241W,811,YGL241W_811,13.33100155
YGL244W,494,YGL244W_494,64.2811452
YGL245W,182,YGL245W_182,3.91639345
YGL246C,212,YGL246C_212,5.132579208
YGL248W,216,YGL248W_216,10.62138551
YGL250W,235,YGL250W_235,25.22496213
YGL252C,338,YGL252C_338,92.85714286
YGL253W,181,YGL253W_181,22.94072319
YGL255W,114,YGL255W_114,12.8042328
YGL256W,11,YGL256W_11,7.623762376
YGL257C,43,YGL257C_43,27.66666667
YGR001C,249,YGR001C_249,16.48273155
YGR002C,288,YGR002C_288,18.20390977
YGR003W,736,YGR003W_736,57.04666667
YGR005C,81,YGR005C_81,7.437176191
YGR006W,124,YGR006W_124,9.164791482
YGR008C,85,YGR008C_85,5.570653907
YGR009C,205,YGR009C_205,61.75306303
YGR010W,352,YGR010W_352,5.033222413
YGR012W,246,YGR012W_246,4.262306335
YGR013W,26,YGR013W_26,22.0224626
YGR014W,812,YGR014W_812,85.02797203
YGR017W,298,YGR017W_298,17.4962406
YGR019W,80,YGR019W_80,27.70814374
YGR020C,119,YGR020C_119,288.6456847
YGR024C,95,YGR024C_95,6.201310382
YGR026W,57,YGR026W_57,7.968358537
YGR028W,261,YGR028W_261,15
YGR029W,87,YGR029W_87,11.54897494
YGR030C,34,YGR030C_34,17.7382199
YGR031W,281,YGR031W_281,13.94006524
YGR033C,105,YGR033C_105,5.944128161
YGR034W,114,YGR034W_114,5.928435695
YGR035C,106,YGR035C_106,14.65594055
YGR038W,41,YGR038W_41,10
YGR040W,277,YGR040W_277,10.03929522
YGR041W,119,YGR041W_119,29.57205514
YGR044C,292,YGR044C_292,12.71131155
YGR047C,607,YGR047C_607,12.63882166
YGR048W,273,YGR048W_273,14.57487453
YGR049W,76,YGR049W_76,19.33278848
YGR054W,527,YGR054W_527,29.66939305
YGR055W,184,YGR055W_184,8.961449447
YGR056W,814,YGR056W_814,44.65048933
YGR058W,176,YGR058W_176,9.988762358
YGR060W,85,YGR060W_85,8.924092728
YGR061C,1201,YGR061C_1201,4.696270041
YGR062C,81,YGR062C_81,10
YGR063C,96,YGR063C_96,24.6733331
YGR065C,119,YGR065C_119,3.282201835
YGR068C,559,YGR068C_559,6.88452898
YGR071C,105,YGR071C_105,9
YGR072W,108,YGR072W_108,9.272190746
YGR074W,28,YGR074W_28,24.38790179
YGR075C,243,YGR075C_243,53.33333333
YGR076C,61,YGR076C_61,55.07184521
YGR077C,207,YGR077C_207,21.10780669
YGR078C,115,YGR078C_115,5.015375372
YGR079W,306,YGR079W_306,27.41654135
YGR080W,228,YGR080W_228,3.93852313
YGR081C,94,YGR081C_94,104.151433
YGR082W,184,YGR082W_184,9.274148876
YGR083C,335,YGR083C_335,5.50549601
YGR084C,204,YGR084C_204,15.93907234
YGR085C,175,YGR085C_175,20.07954231
YGR086C,144,YGR086C_144,4.449566603
YGR089W,323,YGR089W_323,9.449006112
YGR091W,495,YGR091W_495,40.91071429
YGR092W,259,YGR092W_259,8.737938686
YGR093W,216,YGR093W_216,16.78547009
YGR094W,116,YGR094W_116,10.71737182
YGR095C,75,YGR095C_75,5.269217133
YGR096W,61,YGR096W_61,25.6
YGR097W,583,YGR097W_583,5.697800168
YGR099W,164,YGR099W_164,7.534016615
YGR100W,704,YGR100W_704,34.17366947
YGR101W,80,YGR101W_80,30.24074074
YGR103W,50,YGR103W_50,16.57454581
YGR104C,25,YGR104C_25,9.254593176
YGR105W,24,YGR105W_24,6.538567639
YGR106C,57,YGR106C_57,62.78381497
YGR109C,136,YGR109C_136,4.828187634
YGR111W,35,YGR111W_35,22.27229532
YGR113W,344,YGR113W_344,22.23765432
YGR116W,1389,YGR116W_1389,3.606893249
YGR117C,73,YGR117C_73,30.16666667
YGR118W,141,YGR118W_141,8.640539439
YGR119C,219,YGR119C_219,4.994285909
YGR120C,203,YGR120C_203,8.369485742
YGR121C,163,YGR121C_163,5.663162235
YGR123C,187,YGR123C_187,2.739711349
YGR125W,161,YGR125W_161,14.84857241
YGR126W,51,YGR126W_51,8.702702703
YGR127W,308,YGR127W_308,2.282271945
YGR128C,663,YGR128C_663,43.05849541
YGR130C,443,YGR130C_443,8.924715384
YGR132C,269,YGR132C_269,7.832314925
YGR135W,79,YGR135W_79,7.933988857
YGR136W,52,YGR136W_52,9.865967434
YGR142W,41,YGR142W_41,53.35669004
YGR143W,480,YGR143W_480,10.22222222
YGR145W,36,YGR145W_36,12.77048909
YGR147C,54,YGR147C_54,8.828941783
YGR148C,50,YGR148C_50,3.149930103
YGR149W,51,YGR149W_51,17.0625
YGR150C,365,YGR150C_365,9.657372654
YGR155W,247,YGR155W_247,9.512469082
YGR156W,144,YGR156W_144,3.269692976
YGR157W,108,YGR157W_108,69.79635377
YGR158C,240,YGR158C_240,21.53480176
YGR159C,185,YGR159C_185,4.547843964
YGR161C,234,YGR161C_234,7.129434986
YGR162W,838,YGR162W_838,20.93129831
YGR163W,124,YGR163W_124,11.47950089
YGR165W,39,YGR165W_39,13.38099839
YGR166W,39,YGR166W_39,29
YGR167W,215,YGR167W_215,7.490565961
YGR169C,263,YGR169C_263,27.66666667
YGR169C-A,78,YGR169C-A_78,15.57233811
YGR170W,94,YGR170W_94,12.77777778
YGR172C,94,YGR172C_94,3.280532075
YGR173W,51,YGR173W_51,104.3324326
YGR174C,58,YGR174C_58,30.33333333
YGR175C,346,YGR175C_346,3.013055085
YGR177C,46,YGR177C_46,12.35294118
YGR178C,647,YGR178C_647,10.71456182
YGR179C,391,YGR179C_391,10.09193591
YGR180C,208,YGR180C_208,10.65520856
YGR181W,51,YGR181W_51,27.52340426
YGR183C,55,YGR183C_55,3.244259399
YGR184C,827,YGR184C_827,3.752979555
YGR185C,248,YGR185C_248,40.53796245
YGR186W,317,YGR186W_317,17.88518694
YGR187C,193,YGR187C_193,12.19011237
YGR188C,80,YGR188C_80,8.657004831
YGR189C,224,YGR189C_224,6.002269371
YGR191W,55,YGR191W_55,3.246013052
YGR193C,244,YGR193C_244,9.063555316
YGR195W,34,YGR195W_34,5.374771831
YGR196C,177,YGR196C_177,18.34739551
YGR197C,51,YGR197C_51,16.38095238
YGR198W,106,YGR198W_106,3.457590213
YGR199W,357,YGR199W_357,6.282328042
YGR200C,311,YGR200C_311,5.221364948
YGR202C,241,YGR202C_241,79.73300308
YGR203W,149,YGR203W_149,12.0985237
YGR204W,431,YGR204W_431,6.430168882
YGR205W,132,YGR205W_132,18.14765915
YGR206W,85,YGR206W_85,33.31843575
YGR207C,138,YGR207C_138,5.458064751
YGR208W,310,YGR208W_310,174.5367018
YGR209C,83,YGR209C_83,2.903880546
YGR210C,200,YGR210C_200,4.241005291
YGR211W,214,YGR211W_214,7.559439481
YGR215W,111,YGR215W_111,205.8378378
YGR216C,440,YGR216C_440,15.34074074
YGR217W,553,YGR217W_553,10.6964508
YGR218W,615,YGR218W_615,12.38857604
YGR220C,212,YGR220C_212,22.52083333
YGR227W,68,YGR227W_68,32.58646263
YGR229C,103,YGR229C_103,4.452567443
YGR230W,86,YGR230W_86,13.2
YGR231C,90,YGR231C_90,2.893308807
YGR232W,72,YGR232W_72,8.460224631
YGR233C,721,YGR233C_721,55.59804649
YGR234W,127,YGR234W_127,9.352648749
YGR235C,77,YGR235C_77,5.76761583
YGR237C,532,YGR237C_532,56.1236715
YGR238C,78,YGR238C_78,6.141470478
YGR239C,158,YGR239C_158,8.515409035
YGR240C,206,YGR240C_206,3.632634655
YGR241C,449,YGR241C_449,57.06818182
YGR243W,147,YGR243W_147,36
YGR244C,331,YGR244C_331,7.012538397
YGR245C,109,YGR245C_109,17.46385262
YGR246C,518,YGR246C_518,35.3406085
YGR247W,67,YGR247W_67,102.6666667
YGR250C,298,YGR250C_298,8.30323327
YGR251W,118,YGR251W_118,11.4037831
YGR253C,161,YGR253C_161,4.87929866
YGR255C,77,YGR255C_77,21.1037037
YGR257C,39,YGR257C_39,11.57709251
YGR258C,821,YGR258C_821,14.54900815
YGR260W,146,YGR260W_146,4.63297574
YGR261C,542,YGR261C_542,24.44936646
YGR262C,178,YGR262C_178,49.73111849
YGR264C,442,YGR264C_442,12.75825368
YGR266W,702,YGR266W_702,9.21634009
YGR267C,129,YGR267C_129,9.817015976
YGR268C,128,YGR268C_128,7.422077922
YGR271C-A,204,YGR271C-A_204,15.51874921
YGR271W,121,YGR271W_121,8.719019772
YGR274C,683,YGR274C_683,20.04777241
YGR275W,34,YGR275W_34,3.929525718
YGR277C,201,YGR277C_201,12.23097505
YGR278W,578,YGR278W_578,7.853763441
YGR279C,325,YGR279C_325,3.18932625
YGR280C,272,YGR280C_272,23.48367875
YGR281W,135,YGR281W_135,7.44254076
YGR282C,236,YGR282C_236,23.14317776
YGR283C,329,YGR283C_329,4.555200597
YGR285C,352,YGR285C_352,5.893206929
YGR286C,85,YGR286C_85,28.32479539
YGR295C,260,YGR295C_260,42.85079365
YHL001W,53,YHL001W_53,2.180879216
YHL002W,448,YHL002W_448,9.169958486
YHL003C,109,YHL003C_109,3.422874186
YHL004W,299,YHL004W_299,16.75202201
YHL007C,241,YHL007C_241,7.55860806
YHL009C,150,YHL009C_150,12.0942163
YHL010C,279,YHL010C_279,13.44103993
YHL011C,175,YHL011C_175,5.406183749
YHL013C,175,YHL013C_175,10.1031746
YHL014C,16,YHL014C_16,7
YHL015W,111,YHL015W_111,10.34265211
YHL018W,40,YHL018W_40,3.255813953
YHL019C,373,YHL019C_373,15.95264624
YHL021C,112,YHL021C_112,4.121276007
YHL025W,126,YHL025W_126,14.19017275
YHL027W,238,YHL027W_238,4.405068949
YHL030W,756,YHL030W_756,7.06605218
YHL031C,202,YHL031C_202,5.629469763
YHL032C,493,YHL032C_493,32.66666667
YHL034C,132,YHL034C_132,2.628690348
YHL036W,130,YHL036W_130,8.484848485
YHL039W,368,YHL039W_368,3.521258479
YHL040C,282,YHL040C_282,32
YHL048W,52,YHL048W_52,8.560577849
YHR001W,121,YHR001W_121,5.666690071
YHR001W-A,64,YHR001W-A_64,4.415093072
YHR003C,339,YHR003C_339,54.22539683
YHR004C,230,YHR004C_230,11.15492958
YHR005C,328,YHR005C_328,14.31292385
YHR005C-A,55,YHR005C-A_55,2.769989712
YHR006W,229,YHR006W_229,12.33964646
YHR007C,465,YHR007C_465,3.268313548
YHR008C,125,YHR008C_125,21.49658333
YHR010W,137,YHR010W_137,6.289790743
YHR011W,365,YHR011W_365,2.658227848
YHR012W,181,YHR012W_181,3.676921538
YHR013C,209,YHR013C_209,2.623913844
YHR016C,329,YHR016C_329,38.34870356
YHR017W,70,YHR017W_70,15.35694289
YHR018C,445,YHR018C_445,4.475059033
YHR019C,199,YHR019C_199,7.990567056
YHR020W,223,YHR020W_223,2.436130306
YHR021C,83,YHR021C_83,38.93375162
YHR023W,64,YHR023W_64,101.7829112
YHR024C,30,YHR024C_30,8.091355367
YHR025W,147,YHR025W_147,16.54419513
YHR026W,64,YHR026W_64,8.762720835
YHR027C,743,YHR027C_743,7.095304828
YHR028C,314,YHR028C_314,11.67086376
YHR029C,153,YHR029C_153,22.45430235
YHR030C,252,YHR030C_252,53.38813774
YHR031C,704,YHR031C_704,13.17097544
YHR032W,154,YHR032W_154,2.311277082
YHR034C,256,YHR034C_256,4.850420168
YHR035W,239,YHR035W_239,13.77777778
YHR036W,399,YHR036W_399,16.24107143
YHR037W,188,YHR037W_188,6.83016973
YHR038W,143,YHR038W_143,19.69230769
YHR039C-A,104,YHR039C-A_104,8.72050046
YHR041C,121,YHR041C_121,21.55555556
YHR042W,37,YHR042W_37,41.93159355
YHR046C,296,YHR046C_296,10.62169312
YHR047C,316,YHR047C_316,6.625426194
YHR049W,148,YHR049W_148,3.579419912
YHR050W,132,YHR050W_132,44.97777778
YHR051W,144,YHR051W_144,274.4291819
YHR052W,355,YHR052W_355,10.83230336
YHR056C,502,YHR056C_502,148.6666667
YHR058C,231,YHR058C_231,7.491769005
YHR059W,78,YHR059W_78,14.07366771
YHR060W,67,YHR060W_67,33.40900901
YHR061C,242,YHR061C_242,24.13105413
YHR062C,291,YHR062C_291,5.117382088
YHR063C,338,YHR063C_338,13.65366083
YHR064C,126,YHR064C_126,3.54318794
YHR066W,127,YHR066W_127,3.449732167
YHR068W,330,YHR068W_330,13.56201191
YHR069C,66,YHR069C_66,2.748840825
YHR070W,367,YHR070W_367,2.707506439
YHR072W,215,YHR072W_215,5.182766623
YHR072W-A,50,YHR072W-A_50,26.63808748
YHR073W,250,YHR073W_250,5.680002695
YHR074W,715,YHR074W_715,28.57847077
YHR075C,392,YHR075C_392,3.433650794
YHR076W,119,YHR076W_119,15.21975309
YHR077C,412,YHR077C_412,19.88134419
YHR081W,129,YHR081W_129,3.600398232
YHR083W,226,YHR083W_226,12.54087382
YHR084W,689,YHR084W_689,50.72778799
YHR085W,306,YHR085W_306,98.54074074
YHR086W,138,YHR086W_138,5.838596491
YHR088W,249,YHR088W_249,6.370329026
YHR089C,132,YHR089C_132,7.395384695
YHR090C,259,YHR090C_259,3.682941531
YHR094C,84,YHR094C_84,6.410560705
YHR097C,76,YHR097C_76,13.65710872
YHR098C,138,YHR098C_138,6.547362617
YHR099W,2683,YHR099W_2683,34.3178487
YHR100C,109,YHR100C_109,8.313520408
YHR101C,82,YHR101C_82,6.102948809
YHR102W,1035,YHR102W_1035,15.56208054
YHR103W,611,YHR103W_611,18.00092143
YHR104W,24,YHR104W_24,2.27767862
YHR105W,139,YHR105W_139,8.828849722
YHR107C,111,YHR107C_111,5.471158307
YHR108W,563,YHR108W_563,9.865275448
YHR110W,213,YHR110W_213,174.2222222
YHR111W,216,YHR111W_216,7.968838505
YHR112C,343,YHR112C_343,5.603682779
YHR113W,451,YHR113W_451,92.91609977
YHR114W,601,YHR114W_601,8.409436252
YHR115C,312,YHR115C_312,23.83911175
YHR116W,144,YHR116W_144,67.68253968
YHR117W,474,YHR117W_474,23.67611788
YHR118C,424,YHR118C_424,45.2
YHR119W,59,YHR119W_59,40.57507999
YHR120W,653,YHR120W_653,37.47222222
YHR121W,176,YHR121W_176,27.94268319
YHR122W,232,YHR122W_232,14.927535
YHR123W,198,YHR123W_198,11.92242488
YHR127W,139,YHR127W_139,45.60974275
YHR128W,204,YHR128W_204,11.19537667
YHR129C,117,YHR129C_117,19.66666667
YHR132C,244,YHR132C_244,15.58185357
YHR133C,292,YHR133C_292,4.403467909
YHR135C,275,YHR135C_275,24.02221082
YHR136C,146,YHR136C_146,6.405538302
YHR137W,420,YHR137W_420,15.61290224
YHR138C,73,YHR138C_73,10.36818234
YHR140W,182,YHR140W_182,17.03703704
YHR142W,47,YHR142W_47,6.950564892
YHR143W,302,YHR143W_302,4.311880838
YHR143W-A,71,YHR143W-A_71,83.92733104
YHR144C,32,YHR144C_32,41.52380952
YHR146W,279,YHR146W_279,3.105819919
YHR147C,194,YHR147C_194,30.11244883
YHR148W,110,YHR148W_110,5.881451613
YHR149C,148,YHR149C_148,14.27903026
YHR152W,148,YHR152W_148,5.977838678
YHR156C,88,YHR156C_88,14.14285714
YHR158C,89,YHR158C_89,18.92306894
YHR159W,153,YHR159W_153,47.9985933
YHR161C,546,YHR161C_546,9.873796498
YHR162W,45,YHR162W_45,6.966691632
YHR163W,78,YHR163W_78,4.867272124
YHR164C,1347,YHR164C_1347,23.1
YHR165C,834,YHR165C_834,13.3315122
YHR167W,69,YHR167W_69,4.492420091
YHR169W,336,YHR169W_336,5.292711591
YHR170W,409,YHR170W_409,4.814753939
YHR171W,209,YHR171W_209,11.5620915
YHR174W,394,YHR174W_394,16315.97313
YHR175W,76,YHR175W_76,4.129801536
YHR179W,215,YHR179W_215,5.27043191
YHR181W,191,YHR181W_191,11.83444928
YHR183W,143,YHR183W_143,2.649134316
YHR186C,550,YHR186C_550,54.35294118
YHR187W,310,YHR187W_310,24.45215014
YHR188C,505,YHR188C_505,3.591073595
YHR190W,386,YHR190W_386,7.634612872
YHR192W,69,YHR192W_69,9.357142857
YHR193C,42,YHR193C_42,19.48582638
YHR195W,93,YHR195W_93,4.077685569
YHR196W,455,YHR196W_455,17.71096849
YHR197W,543,YHR197W_543,6.545019899
YHR198C,61,YHR198C_61,12.05555556
YHR199C,264,YHR199C_264,4.946086957
YHR200W,269,YHR200W_269,22.58836903
YHR201C,398,YHR201C_398,17.4061176
YHR202W,111,YHR202W_111,5.785714286
YHR204W,438,YHR204W_438,15
YHR205W,204,YHR205W_204,4.322390835
YHR206W,216,YHR206W_216,2.02802704
YHR207C,411,YHR207C_411,8.144885015
YHR208W,213,YHR208W_213,4.914712211
YHR215W,413,YHR215W_413,3.704210607
YHR216W,280,YHR216W_280,3.465252928
YIL001W,262,YIL001W_262,5.8125
YIL002C,771,YIL002C_771,7.759774045
YIL003W,140,YIL003W_140,5.058871402
YIL004C,105,YIL004C_105,13.22072179
YIL005W,285,YIL005W_285,45.63461538
YIL008W,100,YIL008W_100,28.90612599
YIL009C-A,62,YIL009C-A_62,7.981118373
YIL009W,259,YIL009W_259,3.338995765
YIL010W,129,YIL010W_129,15.39174464
YIL011W,63,YIL011W_63,9.750159453
YIL014W,337,YIL014W_337,7.646541519
YIL015W,53,YIL015W_53,3.295620951
YIL016W,37,YIL016W_37,4.036549344
YIL019W,179,YIL019W_179,21.19230769
YIL020C,262,YIL020C_262,23.72222222
YIL021W,312,YIL021W_312,6.936242192
YIL022W,185,YIL022W_185,10.61411507
YIL023C,110,YIL023C_110,12.57142857
YIL026C,452,YIL026C_452,15.90439503
YIL027C,44,YIL027C_44,24.9280779
YIL030C,89,YIL030C_89,44.78118075
YIL031W,1035,YIL031W_1035,103.5111111
YIL033C,289,YIL033C_289,26.11563746
YIL034C,76,YIL034C_76,9.363025442
YIL035C,318,YIL035C_318,2.800208801
YIL036W,131,YIL036W_131,38.1494647
YIL038C,156,YIL038C_156,11.25118994
YIL039W,186,YIL039W_186,11.04893471
YIL040W,139,YIL040W_139,2.958552491
YIL041W,301,YIL041W_301,3.483750802
YIL042C,307,YIL042C_307,3.631481481
YIL043C,100,YIL043C_100,5.514029695
YIL044C,151,YIL044C_151,21.69302441
YIL046W,282,YIL046W_282,5.487938596
YIL047C,27,YIL047C_27,3.379300079
YIL048W,308,YIL048W_308,20.15384615
YIL050W,258,YIL050W_258,85.41666667
YIL051C,57,YIL051C_57,4.118362333
YIL052C,27,YIL052C_27,7.952914039
YIL053W,209,YIL053W_209,5.341717821
YIL056W,105,YIL056W_105,3.876200323
YIL061C,217,YIL061C_217,28.09612403
YIL062C,88,YIL062C_88,2.255629688
YIL063C,300,YIL063C_300,4.692557352
YIL064W,161,YIL064W_161,9.589771266
YIL065C,77,YIL065C_77,13.65598291
YIL067C,472,YIL067C_472,22.74341044
YIL068C,451,YIL068C_451,51.58972393
YIL070C,212,YIL070C_212,7.169663007
YIL074C,349,YIL074C_349,12.67795904
YIL075C,475,YIL075C_475,5.769567459
YIL076W,297,YIL076W_297,13.87834481
YIL078W,561,YIL078W_561,6.095924185
YIL079C,196,YIL079C_196,4.449178471
YIL083C,155,YIL083C_155,18.1866432
YIL084C,67,YIL084C_67,59.45741758
YIL087C,135,YIL087C_135,38
YIL090W,492,YIL090W_492,23.31501832
YIL091C,233,YIL091C_233,4.173467852
YIL092W,96,YIL092W_96,11
YIL093C,91,YIL093C_91,3.641456583
YIL094C,325,YIL094C_325,8.662805849
YIL095W,44,YIL095W_44,11.88798555
YIL097W,505,YIL097W_505,164.4740741
YIL098C,145,YIL098C_145,51.08045977
YIL101C,37,YIL101C_37,3.593067426
YIL104C,98,YIL104C_98,30.8852459
YIL105C,193,YIL105C_193,12.43463602
YIL106W,72,YIL106W_72,3.553157571
YIL107C,734,YIL107C_734,4.888888889
YIL108W,662,YIL108W_662,2.601739615
YIL109C,49,YIL109C_49,3.848071173
YIL110W,21,YIL110W_21,27.75
YIL111W,77,YIL111W_77,2.655392699
YIL112W,125,YIL112W_125,6.028624043
YIL114C,149,YIL114C_149,33.06878307
YIL115C,1241,YIL115C_1241,48.07034657
YIL116W,119,YIL116W_119,7.573381838
YIL117C,104,YIL117C_104,11.32655896
YIL118W,143,YIL118W_143,5.781639933
YIL119C,99,YIL119C_99,12.19523147
YIL121W,365,YIL121W_365,3.462672092
YIL122W,220,YIL122W_220,11.43243243
YIL123W,255,YIL123W_255,36.13662959
YIL124W,279,YIL124W_279,64.74865123
YIL125W,155,YIL125W_155,2.48074517
YIL126W,888,YIL126W_888,7.043691962
YIL127C,59,YIL127C_59,24.95621014
YIL128W,1030,YIL128W_1030,28.39893329
YIL129C,661,YIL129C_661,5.266010607
YIL130W,265,YIL130W_265,23.63352827
YIL131C,29,YIL131C_29,29.3697206
YIL133C,52,YIL133C_52,2.633087227
YIL137C,427,YIL137C_427,18.01838995
YIL138C,109,YIL138C_109,6.562584971
YIL140W,200,YIL140W_200,32.25108225
YIL142W,199,YIL142W_199,16.16901205
YIL143C,576,YIL143C_576,62.36766873
YIL145C,79,YIL145C_79,12.65232122
YIL147C,378,YIL147C_378,34.9387802
YIL148W,129,YIL148W_129,12.02821595
YIL149C,479,YIL149C_479,30.20437406
YIL150C,464,YIL150C_464,19.63888889
YIL153W,85,YIL153W_85,7.288456923
YIL154C,341,YIL154C_341,22.75800448
YIL155C,117,YIL155C_117,6.107339947
YIL156W,75,YIL156W_75,18.37424242
YIL156W-B,25,YIL156W-B_25,7.017283951
YIL157C,73,YIL157C_73,2.042310102
YIL158W,34,YIL158W_34,31.38262626
YIL159W,223,YIL159W_223,32.03921569
YIR001C,49,YIR001C_49,20.75
YIR002C,168,YIR002C_168,16.97684211
YIR003W,611,YIR003W_611,22.33333333
YIR004W,433,YIR004W_433,40.83211144
YIR006C,733,YIR006C_733,16.1129796
YIR007W,427,YIR007W_427,10.73382173
YIR008C,30,YIR008C_30,7.843381568
YIR009W,43,YIR009W_43,4.487029035
YIR010W,290,YIR010W_290,33.24848485
YIR011C,158,YIR011C_158,8.062949734
YIR012W,84,YIR012W_84,11.98610776
YIR014W,56,YIR014W_56,3.28525641
YIR015W,137,YIR015W_137,18.13333333
YIR017C,188,YIR017C_188,16.33333333
YIR018W,42,YIR018W_42,34.82248253
YIR022W,23,YIR022W_23,2.198761447
YIR025W,34,YIR025W_34,12.0143811
YIR026C,35,YIR026C_35,48.74592046
YIR033W,1090,YIR033W_1090,35.7037037
YIR034C,367,YIR034C_367,15.46833057
YIR035C,255,YIR035C_255,46.7986532
YIR036C,257,YIR036C_257,3.757242828
YIR037W,139,YIR037W_139,2.78597061
YIR038C,225,YIR038C_225,21.55833333
YJL001W,189,YJL001W_189,6.00650043
YJL002C,190,YJL002C_190,25.28773318
YJL004C,20,YJL004C_20,17.97679814
YJL005W,500,YJL005W_500,3.135145494
YJL008C,559,YJL008C_559,53.42664466
YJL010C,361,YJL010C_361,17.00639653
YJL011C,47,YJL011C_47,2.449432289
YJL012C,609,YJL012C_609,61.53010155
YJL013C,31,YJL013C_31,11.94444444
YJL014W,299,YJL014W_299,3.058942475
YJL016W,82,YJL016W_82,65.33333333
YJL019W,93,YJL019W_93,2.912618967
YJL020C,453,YJL020C_453,9.166279065
YJL024C,195,YJL024C_195,37.53822314
YJL026W,217,YJL026W_217,11.86818417
YJL029C,611,YJL029C_611,74.76482976
YJL030W,57,YJL030W_57,44
YJL031C,283,YJL031C_283,94.71428571
YJL033W,491,YJL033W_491,41.22295676
YJL034W,248,YJL034W_248,8.155509147
YJL035C,86,YJL035C_86,13.34809076
YJL036W,292,YJL036W_292,27.31460438
YJL039C,1589,YJL039C_1589,15.58033121
YJL041W,193,YJL041W_193,3.436572078
YJL042W,109,YJL042W_109,14.01933641
YJL044C,308,YJL044C_308,5.517417477
YJL048C,318,YJL048C_318,37.19298246
YJL049W,24,YJL049W_24,19.15974843
YJL050W,955,YJL050W_955,25.14379523
YJL051W,151,YJL051W_151,27.33333333
YJL052W,289,YJL052W_289,14.9581681
YJL053W,275,YJL053W_275,11.5942029
